Sentence,Label,Vaderlabel
"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,-0.194979
"Small, sleek, impressive looking, practical setup with ample storage in place.",1,0.510607
The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,0.612372
none of the new ones have ever quite worked properly.,0,0.000000
I am glad I purchased it.,1,0.458831
I've missed numerous calls because of this reason.,0,-0.295958
"Perhaps my phone is defective, but people cannot hear me when I use this.",0,0.098910
Don't buy this product.,0,0.000000
"sucked, most of the stuff does not work with my phone.",0,-0.458831
"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,-0.686510
Worst software ever used.... If I could give this zero stars I would.,0,-0.624893
Trying to make a call on these is an exercise in frustration.,0,-0.476658
The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,-0.295958
"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,0.861999
"I love the camera, it's really pretty good quality.",1,0.897267
Thank you for such great service.,1,0.764969
Its a total package.,1,0.000000
"The seller is very understanding and patient, I would definitely buy from them again.",1,0.401924
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0,0.000000
It's AGGRAVATING!,0,-0.498309
Great product for the price!.,1,0.658960
"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1,0.888523
Virgin Wireless rocks and so does this cheap little phone!,1,0.000000
"None of it works, just don't buy it.",0,0.000000
"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,0.421464
Please dont waste your money.,0,0.562072
"All in all, I'm quite satisfied with this purchase.",1,0.475428
"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,-0.194979
Yet Plantronincs continues to use the same flawed charger design.,0,0.000000
Disapointing Results.,0,0.000000
Cumbersome design.,0,0.000000
"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,0.922111
Great Product.,1,0.624893
It's A PIECE OF CRAP!,0,-0.561195
"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,-0.679398
This fixes all the problems.,1,-0.401924
Worst ever.,0,-0.624893
I am very happy,1,0.611478
"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,0.308926
"I can barely ever hear on it and am constantly saying ""what?""",0,0.000000
The battery life is highly unacceptable.,0,-0.509457
That company is a joke.,0,0.295958
It does everything the description said it would.,1,0.000000
Due to this happening on every call I was forced to stop using this headset.,0,-0.636950
"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1,0.401440
"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0,0.135813
"Voice Quality, Signal Strength, Dropped Calls.",0,0.493915
"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1,-0.022654
Better than expected.,1,0.440434
"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.",0,-0.612372
Battery is holding up well.,1,0.273213
Also difficult to put on.I'd recommend avoiding this product.,0,-0.339950
"I only used it two days, and it wasn't always easy to hear with.",0,0.259442
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.,0,0.000000
Sprint - terrible customer service.,0,-0.476658
Linked to my phone without effort.,1,0.000000
THey are so cool!,1,0.437812
Easy to use.,1,0.440434
Better Than New.,1,0.440434
"What possesed me to get this junk, I have no idea...",0,-0.295958
Piece of trash.,0,0.000000
A pretty good product.,1,0.726946
This is a great phone!.,1,0.658960
"For the price on Amazon, it is an excellent product, which I would highly recommend.",1,0.801610
Their Research and Development division obviously knows what they're doing.,1,0.000000
"The real killer is the volume, and of course it breaking.",0,-0.648557
Those phones are working just fine now.,1,0.202289
I am more than happy with this product.,1,0.609599
Poor Construction.,0,-0.476658
This is infuriating.,0,-0.526742
"Overall, I would recommend this phone over the new Walkman.",1,0.361158
Sprint charges for this service.,0,-0.273213
"It is cheap, and it feel and look just as cheap.",0,0.000000
It fits my ear well and is comfortable on.,1,0.659728
It doesn't work in Europe or Asia.,0,0.000000
clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1,0.361158
I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1,-0.266176
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1,0.670478
the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0,-0.915277
the charger worked for about a week and then completely stopped charging my phone.,0,-0.294382
Poor product.,0,-0.476658
However I needed some better instructions.,0,0.440434
You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.,0,0.000000
Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1,0.338445
"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0,0.381819
DO NOT BUY DO NOT BUYIT SUCKS,0,-0.361158
This is a great product..... sure beats using your fingers!.,1,0.771272
"Plus, I seriously do not believe it is worth its steep price point.",0,0.132235
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1,0.000000
Very Dissapointing Performance.,0,0.000000
Don't make the same mistake that I did and please don't buy this phone.,0,0.010462
This phone might well be the worst I've ever had in any brand.,0,-0.458831
Case was more or less an extra that I originally put on but later discarded because it scratched my ear.,0,-0.476658
I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1,0.361158
Don't bother - go to the store.,0,0.258409
"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1,0.605022
I did not have any problem with this item and would order it again if needed.,1,0.308926
You get what you pay for I guess.,0,-0.102733
"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1,-0.308525
im surprised this is a good quality car charger and there's not much reviews about it.,1,-0.347631
These are fabulous!,1,0.570886
"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.",0,-0.145586
I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1,0.790569
Disappointing accessory from a good manufacturer.,0,-0.077228
"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0,-0.680823
Very wind-resistant.,1,0.000000
"Obviously they have a terrible customer service, so you get what you pay for.",0,-0.542326
"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1,0.592690
"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.",0,0.612372
Linksys should have some way to exchange a bad phone for a refurb unit or something!,0,-0.584919
Phone is sturdy as all nokia bar phones are.,1,0.000000
Great phone.,1,0.624893
"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.",0,0.000000
I'm pleased.,1,0.440434
Battery is terrible.,0,-0.476658
I found the product to be easy to set up and use.,1,0.440434
The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0,-0.153093
Utter crap.. Sound quality is TERRIBLE.,0,-0.753072
"The charger arrived within the promised timeframe, but it did not work.",0,-0.078231
"No ear loop needed, it's tiny and the sound is great.",1,0.440434
"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0,0.185077
"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1,0.102733
Talk about USELESS customer service.,0,-0.547350
"It felt too light and ""tinny."".",0,0.000000
This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0,-0.527982
I'm happy about this purchase- good quality and low price.,1,0.670478
I love the look and feel of Samsung flipphones.,1,0.636950
Its well-designed and very sharp -- the blue is a very nice color.,1,0.475428
Does everything it should and more.,1,0.000000
I could not recommend these more.,0,-0.155045
Nice Sound.,1,0.421464
"Looks good in the picture, but this case was a huge disappointment!!",0,-0.281456
Much less than the jawbone I was going to replace it with.,1,0.000000
Setup went very smoothly.,1,0.000000
its extremely slow and takes forever to do anything with it.,0,0.000000
"A must study for anyone interested in the ""worst sins"" of industrial design.",0,-0.659728
The first thing that happened was that the tracking was off.,0,0.000000
"It is well made, easy to access the phone and has a handy, detachable belt clip.",1,0.612372
Then I had to continue pairing it periodically since it somehow kept dropping.,0,0.000000
Can't upload ringtones from a third party.,0,0.401924
"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0,0.000000
Truly awful.,0,-0.025811
"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1,0.571885
The volume for the ringer is REAL good (you have choices how loud).,1,0.440434
And none of the tones is acceptable.,0,0.318211
camera color balance is AWFUL.,0,-0.576561
"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0,-0.449169
I love the ringtones because they are so upbeat!,1,0.669739
Chinese Forgeries Abound!.,0,0.000000
Easy to pair with my Samsung Cell.,1,0.440434
The instructions didn't explain that a microphone jack could be used.,0,0.000000
i would advise to not purchase this item it never worked very well.,0,-0.257202
Too bad you have to pay up to $$$ a month for the service!,0,-0.636121
Works well.,1,0.273213
The nokia CA-42 USB cable did not work with my phone.,0,0.000000
Clear crisp sound.,1,0.381819
"I have to use the smallest earpieces provided, but it stays on pretty well.",1,0.787577
"The biggest complaint I have is, the battery drains superfast.",0,-0.295958
The design might be ergonomic in theory but I could not stand having these in my ear.,0,0.000000
Do NOT buy if you want to use the holster.,0,0.077228
The phone can also take great pictures and even video clips.,1,0.624893
It doesn't make you look cool.,0,0.318211
"Because both ears are occupied, background is not distracting at all.",1,0.124576
"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1,0.595108
"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0,-0.292351
You can't beat the price on these.,1,0.000000
"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1,0.439124
lightweight and works well.,1,0.273213
So just beware.,0,0.000000
I love this cable - it allows me to connect any mini-USB device to my PC.,1,0.636950
So anyone near you will hear part of your conversation.,0,0.000000
This is cool because most cases are just open there allowing the screen to get all scratched up.,1,0.318211
I bought this phone as a replacement for my StarTac and have regretted it since.,0,-0.381819
Appears to actually outperform the original battery from China that came with my V325i.,1,0.318211
Can't store anything but phone numbers to SIM.,0,0.000000
"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0,-0.401924
Poor quality.,0,-0.476658
"jabra ear gels ""R"" the best!.",1,0.669739
Not worth it.,0,0.226348
The phone crashed completely and now I have to get it replaced.,0,0.000000
"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1,0.636950
"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0,-0.339950
It was a great phone.,1,0.624893
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,0.077228
"Good value, works fine - power via USB, car, or wall outlet.",1,0.726946
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,0.542326
This is simply the BEST bluetooth headset for sound quality!,1,0.669739
Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0,0.437812
"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1,0.000000
I have always used corded headsets and the freedom from the wireless is very helpful.,1,0.807026
"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,0.000000
"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,0.703734
It has everything I need and I couldn't ask for more.,1,0.000000
After receiving and using the product for just 2 days it broke.,0,-0.421464
This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1,0.784527
None of the three sizes they sent with the headset would stay in my ears.,0,0.000000
T-Mobile has the best customer service anywhere.,1,0.636950
Arrived quickly and much less expensive than others being sold.,1,0.000000
We have tried 2 units and they both failed within 2 months.. Pros,0,-0.510607
"Provides good protection and looks classy, too.",1,0.700349
Krussel Always good.,1,0.440434
"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,0.726946
The design is very good.4.,1,0.000000
I great reception all the time.,1,0.624893
I would highly recommend this product.,1,0.420114
"Couldn't use the unit with sunglasses, not good in Texas!",0,-0.264660
It dit not work most of the time with my Nokia 5320.,0,0.000000
"Bought mainly for the charger, which broke soon after purchasing.",0,-0.421464
"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,0.420114
Fantastic buy and will get again for whatever my next phone is,1,0.557370
"stay away from this store, be careful.",0,0.153093
This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1,0.703428
Does not fit.,0,0.207470
.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1,0.624893
"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,0.000000
disappointing.,0,-0.493915
Blue Ant is easy to use.,1,0.440434
Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1,0.361158
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,0.000000
Then a few days later the a puff of smoke came out of the phone while in use.,0,0.000000
It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1,0.000000
The nano stated it.My son was dissapointed.,0,0.000000
The sound quality is excellent as well.,1,0.700349
Its the best headset I have used.,1,0.636950
Would not reccommend.,0,0.000000
They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1,0.000000
Just what I wanted.,1,0.000000
This particular model would not work with my Motorola Q smartphone.,0,0.000000
wont work right or atleast for me.,0,0.000000
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0,0.000000
"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,0.000000
"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,0.592690
Great product.,1,0.624893
Crisp and Clear.,1,0.381819
AFter the first charge kept going dead after 12 minutes.,0,-0.648557
"VERY cheap plastic, creaks like an old wooden floor.",0,0.361158
"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,0.525120
The reception has been generally good.,1,0.440434
"Excellent sound, battery life and inconspicuous to boot!.",1,0.611478
Great bluetooth!.,1,0.658960
I highly recommend this case.,1,0.420114
WORTHWHILE.,1,0.339950
This is a great deal.,1,0.624893
"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,0.297020
I am sorry I made this purchase.,0,-0.077228
I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0,0.557370
Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0,0.317488
It was horrible!.,0,-0.584919
I don't think it would hold it too securly on your belt.,0,0.000000
This allows the possibility of double booking for the same date and time after the first.,0,0.000000
They work about 2 weeks then break.,0,0.000000
It is simple to use and I like it.,1,0.361158
"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1,0.899921
I can't use this case because the smell is disgusting.,0,-0.526742
NOT WHAT I WANTED.,0,0.000000
I own 2 of these cases and would order another.,1,0.000000
Great Phone.,1,0.624893
I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1,0.690091
"The internet access was fine, it the rare instance that it worked.",0,0.202289
Perfect for the PS3.,1,0.571885
"Five star Plus, plus.",1,0.000000
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1,-0.040626
$50 Down the drain.,0,0.000000
I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0,-0.437492
"Good , works fine.",1,0.571885
For the price this was a great deal.,1,0.624893
"Great price, too!",1,0.658960
"If there is a wind, it is completely useless.",0,-0.475428
Yes it's shiny on front side - and I love it!,1,0.801610
Does Not Work.,0,0.000000
"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,0.440434
The reception through this headset is excellent.,1,0.571885
2 thumbs up to this seller,1,0.000000
"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,0.612372
Improper description.... I had to return it.,0,0.000000
#1 It Works - #2 It is Comfortable.,1,0.510607
Battery charge-life is quite long.,1,0.000000
The Jabra EarGels fit my ears very well.,1,0.598445
Battery has no life.,0,-0.295958
I checked everywhere and there is no feature for it which is really disappointing.,0,-0.690091
Product is exactly as described.,1,0.000000
Gets a signal when other Verizon phones won't.,1,0.000000
Doesn't do the job.,0,0.000000
I would recommend it.,1,0.361158
Plan on ordering from them again and again.,1,0.000000
"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,0.846447
I have been very satisfied with this cell phone from day one.,1,0.475428
They keep getting better and better (this is my third one and I've had numerous Palms too).,1,0.700349
Awkward to use and unreliable.,0,-0.153093
The shipping time was also very quick!,1,0.000000
Not as good as I had hoped.,0,0.670478
Good case!.,1,0.492725
Doesn't Work.,0,0.000000
Really good product.,1,0.440434
Unfortunately it did not work.,0,-0.339950
All three broke within two months of use.,0,-0.421464
dont buy it.,0,0.000000
"My father has the V265, and the battery is dying.",0,0.000000
"However, the ear pads come off easily and after only one week I lost one.",0,0.025811
"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,-0.778253
"Horrible, horrible protector.",0,-0.790569
I don't like this Nokia either.,0,0.207470
"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,0.350273
I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0,0.000000
It would take too long to describe how bad my customer service experience has been with Amazon.,0,-0.421464
the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,-0.841723
Terrible.. My car will not accept this cassette.,0,-0.578718
"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0,-0.246639
It's not what it says it is.,0,0.000000
Stay Away From the Q!.,0,0.000000
Used and dirty.,0,-0.440434
Very unreliable service from T-mobile !,0,0.000000
Not good enough for the price.,0,0.440434
I bought two of them and neither will charge.,0,0.000000
It looks very nice.,1,0.475428
"This is an excellent tool, especially when paired with your phone's auto-answer.",1,0.571885
I have read other's reviews here but I haven't had any problem with it.,1,0.438000
These products cover up the important light sensor above the ear outlet.,0,0.202289
Comfortable in my hand.,1,0.757937
Just does not work.,0,0.000000
Poor Reliability.,0,-0.476658
(It works!),1,0.000000
"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,0.000000
"Terrible product, and waste of money!",0,-0.734583
Last time buying from you.,0,0.000000
It was a waste of my money.,0,-0.421464
So far it has worked like a charm.,1,0.636950
"I have only had it for a few weeks, but so far, so good.",1,0.689311
"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1,0.636950
Would recommend this item.,1,0.361158
It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1,0.700349
"Nice case, feels good in your hands.",1,0.690775
The item received was Counterfeit.,0,0.000000
"Just really good.. So far, probably the best BT headset I have ever had.",1,0.812246
Works fine.,1,0.202289
I received my headset in good time and was happy with it.,1,0.764969
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1,0.647759
My sister has one also and she loves it.,1,0.571885
Good Quality.,1,0.440434
This is by far the worst purchase I've made on Amazon.,0,-0.526742
Excellent dual-purpose headset.,1,0.571885
Excellent!.,1,0.611478
Does not work for listening to music with the cingular 8125.,0,0.000000
"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1,0.400535
"The bottowm line...another worthless, cheap gimmick from Sprint.",0,-0.440434
Having trouble with volume.,0,-0.401924
The only good thing was that it fits comfortably on small ears.,1,0.690775
WARNING - DO NOT BUY!!.,0,-0.456290
"I am pairing this with my iphone, and I could not be happier with it so far.",1,0.321338
"When it opens, the battery connection is broken and the device is turned off.",0,-0.476658
"I didn't want the clip going over the top of my ear, causing discomfort.",0,-0.210927
Best headset ever!!!.,1,0.725183
Don't trust their website and don't expect any helpful support.,0,-0.325661
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,0.273213
The speaker is of low quality so as making the ring tones sound very cheap.,0,-0.273213
"Fits comfortably, came with three sizes of earbud tips.",1,0.421464
Excellent product for the price.,1,0.571885
Bad Reception.,0,-0.542326
This product is very High quality Chinese CRAP!!!!!!,0,-0.700161
It was quite comfortable in the ear.,1,0.556335
Great phone.,1,0.624893
Don't buy this product - It fails!.,0,-0.475428
Everything about this product is wrong.First,0,0.000000
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1,0.492725
"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,-0.365678
Terrible phone holder.,0,-0.476658
The cutouts and buttons are placed perfectly.,1,0.636950
I love being able to use one headset for both by land-line and cell.,1,0.636950
Problem is that the ear loops are made of weak material and break easily.,0,-0.493915
Not nearly as good looking as the AMAZON picture makes it look.,0,0.652291
"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1,0.550922
How stupid is that?,0,-0.526742
"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,0.000000
Seller shipped quickly and much cheaper than the competitors.,1,0.000000
"Good show, Samsung.",1,0.440434
So I bought about 10 of these and saved alot of money.,1,0.421464
It always cuts out and makes a beep beep beep sound then says signal failed.,0,-0.670478
Couldn't figure it out,0,0.000000
"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,0.041700
So I had to take the battery out of the phone put it all back together and then restart it.,0,0.000000
"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0,-0.599373
Leopard Print is wonderfully wild!.,1,0.636121
Works for me.,1,0.000000
"Saggy, floppy piece of junk.",0,0.000000
much better than the hard plastic cases.,1,0.361158
It also had a new problem.,0,-0.401924
Happy so far!.,1,0.611478
cool phone.,1,0.318211
Works good.,1,0.440434
Motorola finally got the voice quality of a bluetooth headset right.,1,0.000000
It looses connection to the phone even when it is within a couple feet between the two.,0,-0.153093
"but it is great, i would really recommend it",1,0.884417
Makes it easier to keep up with my bluetooth when I'm not wearing it.,0,0.246639
As I said above....PRETTY USELESS!,0,-0.589438
Never got it!!!!!,0,0.000000
This pair of headphones is the worst that I have ever had sound-wise.,0,-0.624893
[...] down the drain because of a weak snap!,0,-0.492725
Does not charge the Cingular (ATT) 8525 phone.,0,0.000000
"You get extra minutes so that you can carry out the call and not get cut off.""",1,-0.153681
"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0,0.134776
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0,0.000000
The headset fulfills my requirements so I am happy with my purchase.,1,0.715244
Logitech Bluetooth Headset is a 10!.,1,0.000000
"I like the fact that it rests lightly against your ear, rather than inside.",1,0.361158
A lot of websites have been rating this a very good phone and so do I.,1,0.492725
I have tried these cables with my computer and my iPod and it works just fine.,1,0.202289
"The mic there is a joke, and the volume is quite low.",0,-0.049771
I'm returning them.,0,0.000000
I does not maintain a connection with the computer while it is on my lap.,0,0.000000
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1,0.440434
I have had mine for about a year and this Christmas I bought some for the rest of the family.,1,0.000000
"Otherwise, easy to install and use, clear sound.",1,0.670478
nice leather.,1,0.421464
I had to purchase a different case.,0,0.000000
It is a joy to use.,1,0.585882
Very much disappointed with this company.,0,-0.476658
Very satisifed with that.,1,0.000000
It didn't charge for me.,0,0.000000
This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,0.702779
Buttons are too small.,0,0.000000
Just reading on the specs alone makes you say WOW.,1,0.421464
Love it.. Great armband.,1,0.851896
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1,0.420114
"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,-0.458831
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1,0.784527
I was very impressed with the price of the cases.,1,0.525630
Also makes it easier to hold on to.,1,0.421464
"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,0.658960
It's pretty easy.,1,0.726946
I cannot make calls at certain places.,0,0.273213
"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,-0.190910
Beautiful styling though.,1,0.599373
This company charge me a restocking fee and still not given me my refund back.,0,0.000000
I'm trying to return it for a refund.,0,0.000000
I plugged it in only to find out not a darn thing worked.,0,0.000000
Excellent product.,1,0.571885
Earbud piece breaks easily.,0,0.339950
Lousy product.,0,-0.542326
This phone tries very hard to do everything but fails at it's very ability to be a phone.,0,-0.167247
It is the best charger I have seen on the market yet.,1,0.381819
SWEETEST PHONE!!!,1,0.000000
":-)Oh, the charger seems to work fine.",1,0.202289
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1,0.299094
Not enough volume.,0,0.000000
Echo Problem....Very unsatisfactory,0,0.000000
you could only take 2 videos at a time and the quality was very poor.,0,-0.525630
don't waste your money.,0,0.325224
I am going to have to be the first to negatively review this product.,0,0.000000
Adapter does not provide enough charging current.,0,0.000000
"There was so much hype over this phone that I assumed it was the best, my mistake.",0,0.421464
You also cannot take pictures with it in the case because the lense is covered.,0,0.000000
Phone falls out easily.,0,0.339950
"It didn't work, people can not hear me when I talk.",0,0.000000
The text messaging feature is really tricky to use.,0,-0.224677
I'm really disappointed all I have now is a charger that doesn't work.,0,-0.320498
Painful on the ear.,0,-0.440434
Lasted one day and then blew up.,0,0.000000
disappointed.,0,-0.476658
Kind of flops around.,0,-0.339950
The screen does get smudged easily because it touches your ear and face.,0,0.339950
What a piece of junk.. I lose more calls on this phone.,0,-0.401924
Item Does Not Match Picture.,0,0.000000
The only thing that disappoint me is the infra red port (irda).,0,-0.401924
"You can not answer calls with the unit, never worked once!",0,0.000000
